StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q9,Q11,Q14,Q13,Q13_3_TEXT,Q16,Q17,Q19,Q19_11_TEXT,Q15,Q16,Q81,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q57_1,Q57_2,Q77,Q18,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q46,Q78,Q78_4_TEXT,Q47,Q48,Q49,Q49_6_TEXT,Q50,Q50_8_TEXT,Q51,Q52,Q52_6_TEXT
43962.15367,43962.15948,IP Address,100,502,TRUE,43962.15949,R_O2rzzweEYRkX929,anonymous,EN,Agree,3193,21-30,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Slightly too little,Mostly it is good - I appreciate the trees on the streets etc. There are some corners of the city where greenery is lacking.,Visiting the Royal Botanic Gardens,,About the same,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,,,,Great!,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Never,Never,Occasionally,Rarely,Often,Often,Rarely,Never,Never,Never,Often,Occasionally,Rarely,Never,Never,Sometimes,Not applicable,Not applicable,Not applicable,Not applicable,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Postgraduate qualification- Masters,,Prefer not to say,Full-time,
43962.1435,43962.16123,IP Address,100,1532,TRUE,43962.16125,R_AoY7BkG6DLHvh6x,anonymous,EN,Agree,3020,21-30,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Male,,Moderately too much,less highrise buildings compared to big cities of the world,Taking a nature walk within the City of Melbourne,,About the same,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,,,it's ok,none,Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Often,Very often,Occasionally,Very often,Often,Very often,Occasionally,Occasionally,Often,Very often,Often,Often,Often,Often,Often,Sometimes,Often,Often,Sometimes,Often,9-10 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$80,001 – $180,000",Full-time,
43962.02866,43962.16576,IP Address,100,11846,TRUE,43962.16578,R_1qgfXZXHrBCENcG,anonymous,EN,Agree,3038,21-30,I live in the City of Melbourne,Female,,Slightly too little,There are a few trees around but I think that there could be more.,Visiting the Melbourne Zoo,,About the same,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I don't know where,I don't know what activities,,I think would be great if that were to happen because I would get to see more flora and fauna throughout the city of Melbourne.,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Agree,Never,Never,Never,Occasionally,Very often,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Not applicable,Not applicable,Not applicable,Never,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,Prefer not to say,"Student,Other (Please specify)",Casual employment
43962.15002,43962.16797,IP Address,100,1551,TRUE,43962.16797,R_3NFdlkjIh139Aqt,anonymous,EN,Agree,3113,18-20,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Moderately too little,the infrastructure heavily outweighs the amount of greenery that inhabits the city. having a balance may attract more of an audience,,,About the same,,,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Somewhat disagree,Agree,,,,"i would feel more inclined to visit, allowing for more plantation and a natural environment is not only more visually appealing but it would lead  me to visiting the city more frequently ",Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Agree,Disagree,Agree,Agree,Rarely,Rarely,Often,Often,Rarely,Rarely,Occasionally,Never,Never,Rarely,Rarely,Rarely,Often,Rarely,Often,Not applicable,Never,Often,Not applicable,Often,16-20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$18,200 or less",Part-time,
43962.16777,43962.1684,IP Address,100,54,TRUE,43962.1684,R_3PcRYm8wEHXklsJ,anonymous,EN,Agree,3199,18-20,I rarely visit the City of Melbourne (e.g. once or twice per year),Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43962.15686,43962.18045,IP Address,100,2037,TRUE,43962.18045,R_OwhnaHVyiwNz2ZH,anonymous,EN,Agree,3105,21-30,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Neither too much nor too little,not sure,Visiting the Royal Botanic Gardens,,About the same,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,not sure,not sure,,good,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not applicable,Often,Not applicable,Not applicable,Not applicable,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,TAFE certificate or diploma,,Prefer not to say,Student,
43962.18916,43962.19039,IP Address,100,107,TRUE,43962.19042,R_3Ge5FnUzitgwzc4,anonymous,EN,Agree,3150,41-50,I rarely visit the City of Melbourne (e.g. once or twice per year),Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43962.20329,43962.2049,IP Address,100,138,TRUE,43962.2049,R_2b2TkTn4VJG9ysR,anonymous,EN,Agree,3004,21-30,I live in the City of Melbourne,Male,,Far too much,U,"Visiting the Royal Botanic Gardens,Other (Please specify)",K,More,I,,Strongly disagree,Disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Disagree,,,,N,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Somewhat disagree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Rarely,Occasionally,Often,Rarely,Occasionally,Rarely,Rarely,Occasionally,Never,Never,Rarely,Occasionally,Rarely,Occasionally,Never,Rarely,Sometimes,Rarely,Never,Never,11-15 years,Prefer not to say,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree with Honours,,"$180,001 and over","Student,Full-time",
43962.2098,43962.21256,IP Address,100,238,TRUE,43962.21256,R_C9qIuRciqualbax,anonymous,EN,Agree,3123,21-30,I live in the City of Melbourne,Female,,Slightly too little,Great,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium",,About the same,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,The tan,Walk,,Great,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Often,Often,Occasionally,Rarely,Rarely,Rarely,Occasionally,Occasionally,Rarely,Often,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Sometimes,Sometimes,Often,Sometimes,Sometimes,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$18,200 or less",Student,
43962.2001,43962.21332,IP Address,100,1142,TRUE,43962.21334,R_2ROiMKX4qZFgyzw,anonymous,EN,Agree,3782,18-20,I live in the City of Melbourne,Female,,Moderately too little,The city is just a concrete Jungle ,Visiting the Royal Botanic Gardens,,About the same,,,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,,,,I would feel it would be very beneficial for the city to add this for the community ,Disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Rarely,Often,Rarely,Very often,Often,Very often,Very often,Occasionally,Never,Often,Never,Often,Occasionally,Rarely,Very often,Often,Very often,Very often,Very often,Often,7-8 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$18,200 or less",Full-time,
43962.20954,43962.22053,IP Address,100,949,TRUE,43962.22053,R_3ekjLFo1hhvFzBe,anonymous,EN,Agree,3002,31-40,I live in the City of Melbourne,Male,,Neither too much nor too little,"Lots of parks, greenery and open spaces but there could always be more.",Taking a nature walk within the City of Melbourne,,About the same,,,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Warrandyte and surrounds,Walk in bushland (parks and near relative’s houses),,"A good use of money/rates and a positive for residents, tourism and sustainability",Agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Never,Never,Rarely,Rarely,Rarely,Occasionally,Rarely,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Not applicable,Not applicable,Not applicable,Never,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree with Honours,,"$80,001 – $180,000",Part-time,
43962.2183,43962.2242,IP Address,100,510,TRUE,43962.22422,R_3KOA1WnXOrz756Y,anonymous,EN,Agree,3038,21-30,I live in the City of Melbourne,Female,,Slightly too little,Need more tree,"Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium",,About the same,,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,Need more nice park,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Occasionally,Occasionally,Rarely,Very often,Very often,Occasionally,Occasionally,Never,Occasionally,Rarely,Often,Often,Occasionally,Occasionally,Occasionally,Sometimes,Never,Sometimes,Often,Often,5-6 years,Prefer not to say,,Your connection to nature in the City of Melbourne,Yes,Vietnamese,,Graduate Diploma,,"$37,001 – $80,000",Part-time,
43962.22759,43962.22885,IP Address,100,108,TRUE,43962.22885,R_1jlicDxsi2CgcVl,anonymous,EN,Agree,3031,51-60,I rarely visit the City of Melbourne (e.g. once or twice per year),Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43962.23324,43962.23617,IP Address,100,252,TRUE,43962.23617,R_3I5HgPWAiUWzJh6,anonymous,EN,Agree,3000,21-30,I live in the City of Melbourne,Male,,Moderately too much,i dont know,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Feed urban wildlife within the City of Melbourne (e.g. birds, possums)",,More,asass,,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,melbourne,sight seeing,i dontk now,aaaasdeqds,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Often,Often,Very often,Often,Very often,Often,Often,Very often,Often,Very often,Very often,Very often,Often,Very often,Often,Very often,Often,Very often,Very often,Very often,1-2 years,Australia,,Your connection to nature in the City of Melbourne,Yes,Mandarin,,Postgraduate qualification- Masters,,"$18,200 or less",Student,
43962.24311,43962.25211,IP Address,100,776,TRUE,43962.25211,R_12R7k7skqUy9DlV,anonymous,EN,Agree,3184,21-30,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Slightly too little,needs more green space,,,Unsure,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Elwood and surrounding suburbs,"Walks in parks, beaches and the canal",,good,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Never,Rarely,Often,Occasionally,Often,Often,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Not applicable,Not applicable,Often,Rarely,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$37,001 – $80,000",Full-time,
43962.23354,43962.25345,IP Address,100,1719,TRUE,43962.25345,R_r1nU00rgGhC2PRv,anonymous,EN,Agree,3056,21-30,I live in the City of Melbourne,Male,,Neither too much nor too little,It feels like my hometown.,Taking a nature walk within the City of Melbourne,,Unsure,,,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,,,,More than wonderful. Our home expanding.,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Never,Never,Occasionally,Often,Occasionally,Very often,Occasionally,Never,Never,Never,Never,Never,Occasionally,Rarely,Often,Not applicable,Not applicable,Not applicable,Very often,Rarely,1-2 years,Prefer not to say,,Your connection to nature in the City of Melbourne,Yes,Prefer not to say,,TAFE certificate or diploma,,No Income,Student,
43962.2506,43962.25779,IP Address,100,620,TRUE,43962.2578,R_3m44gYix47PKTn2,anonymous,EN,Agree,3152,18-20,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Slightly too little,There's too many roads and not enough greenery,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Aquarium,Taking a nature walk within the City of Melbourne",,Less,,There is more construction occuring everywhere,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,,,,"This would be really nice. As I study in the city often, there are often many times when I would love to study in nature.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Agree,Disagree,Strongly agree,Somewhat disagree,Occasionally,Occasionally,Very often,Occasionally,Very often,Occasionally,Often,Rarely,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Not applicable,Not applicable,Not applicable,Often,Very often,11-15 years,Other (Please specify),Malaysia,Your connection to nature in the City of Melbourne,No,,,Year 12,,Prefer not to say,"Student,Part-time",
43961.95927,43962.26346,IP Address,100,26282,TRUE,43962.26347,R_2S1dC6mEa4Ord01,anonymous,EN,Agree,3173,41-50,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Male,,Neither too much nor too little,I think there enough nature required for the city,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Aquarium",,Less,,Lot of construction of high rise residential buildings has reduced the open space and light in city ,Strongly agree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Dandenong area,Bush walks ,,City will be too crowded if more nature places are created in the city ,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Never,Never,Very often,Very often,Very often,Occasionally,Often,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Not applicable,Not applicable,Not applicable,Very often,Very often,11-15 years,Other (Please specify),India ,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Kannada ,Graduate Diploma,,"$80,001 – $180,000",Full-time,
43962.26638,43962.26716,IP Address,100,68,TRUE,43962.26718,R_cZb9HnEvnpHRubD,anonymous,EN,Agree,3082,21-30,I rarely visit the City of Melbourne (e.g. once or twice per year),Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43962.27616,43962.29056,IP Address,100,1244,TRUE,43962.29058,R_23Wyc1DZJsfWGHZ,anonymous,EN,Agree,3000,21-30,I live in the City of Melbourne,Male,,Neither too much nor too little,Love the weather eventhough sometimes it will be crazy. ,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne",,More,Every year councils are planting the new trees and maintaining the exisisting trees very well,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Western suburbs,Planting more trees,,"Because within the city premises we can see zoo, bird sanctuary and Animal Farm in collingwood. ",Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Occasionally,Rarely,Never,Occasionally,Never,Often,Often,Occasionally,Never,Occasionally,Never,Occasionally,Often,Never,Often,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5-6 years,Other (Please specify),India,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Kannada,Undergraduate Degree,,"$18,201 – $37,000",Student,
43962.29336,43962.29942,IP Address,100,523,TRUE,43962.29943,R_12bWyhU6kb5VD6b,anonymous,EN,Agree,3337,21-30,I live in the City of Melbourne,Female,,Slightly too little,Need more parks in the local areas,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne",,Unsure,,,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,"Botanic gardens, Fitzroy gardens","Walking, picnic",,Would love more nature to unwind,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Disagree,Agree,Somewhat agree,Never,Never,Rarely,Rarely,Often,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very often,Not applicable,Not applicable,Often,Not applicable,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,Prefer not to say,Full-time,
43962.33086,43962.33108,IP Address,100,18,TRUE,43962.33108,R_2z8Vrp6Ds1vZCmF,anonymous,EN,I prefer to exit the survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43962.33124,43962.33134,Spam,100,9,TRUE,43962.33134,R_2TY4vF2KqxMGcO8,anonymous,EN,I prefer to exit the survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43962.32539,43962.34436,IP Address,100,1639,TRUE,43962.34438,R_TuWbC6352mf8PE5,anonymous,EN,Agree,3977,18-20,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Moderately too little,We’re continually getting rid of our greenery and replacing it with buildings... we’re going to be one of those city’s where around every corner it’s buildings and no nature.. it’s going to be a sad day when that comes ,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Aquarium",,Less,,More people are moving to Melbourne and we need to accommodate for them so by doing that we have to build more places to live.. meaning building on nature..,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Narre Warren ,Outdoor cinema ,,I will be more proud to call it home because then it shows that we ACTUALLY care about our town ,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Never,Never,Occasionally,Rarely,Occasionally,Rarely,Often,Never,Rarely,Often,Often,Occasionally,Very often,Rarely,Often,Not applicable,Not applicable,Very often,Not applicable,Sometimes,16-20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$18,200 or less",Unemployed,
43962.34438,43962.35279,IP Address,100,726,TRUE,43962.35279,R_3JwP5SXFi3IjxDy,anonymous,EN,Agree,3195,21-30,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Male,,Neither too much nor too little,"There's a good amount of greenery and nature in the inner city areas, and this gives it areas a refreshing feel when exploring",Taking a nature walk within the City of Melbourne,,More,More efforts to retain nature areas for residents and visitors to explore,,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Disagree,Somewhat agree,,,,"Would favourly view this choice. These aspects definitely liven the mood of the city, and create a desirable atmosphere and feel
",Agree,Agree,Strongly agree,Agree,Somewhat disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Never,Never,Occasionally,Occasionally,Often,Often,Often,Never,Never,Rarely,Often,Never,Rarely,Never,Never,Sometimes,Not applicable,Often,Sometimes,Often,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$80,001 – $180,000","Student,Part-time",
43962.3475,43962.36068,IP Address,100,1139,TRUE,43962.36071,R_31ia5ZFj9j0rJ6M,anonymous,EN,Agree,3058,21-30,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Male,,Neither too much nor too little,Nature is great. But the city can never be a forrest,Taking a nature walk within the City of Melbourne,,More,The large parks we have,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,,Winter is too cold,It would be good. Though I’m not particularly interested in seeing animals,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Never,Occasionally,Never,Rarely,Very often,Occasionally,Occasionally,Never,Never,Never,Occasionally,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Often,7-8 years,Australia,,Your connection to nature in the City of Melbourne,No,,,TAFE certificate or diploma,,"$37,001 – $80,000",Other (Please specify),Self employed
43962.40183,43962.40703,IP Address,100,448,TRUE,43962.40703,R_1CJzS7cxeVyfnBD,anonymous,EN,Agree,3002,21-30,I live in the City of Melbourne,Female,,Neither too much nor too little,Really excellent public parks through the city eg Fitzroy gardens which I walked through every day to work (pre-covid). ,"Visiting the Royal Botanic Gardens,Taking a nature walk within the City of Melbourne",,About the same,,,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,,,,Great - good to have the nature balance in with housing and business. ,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Somewhat disagree,Neither agree nor disagree,Never,Occasionally,Occasionally,Often,Often,Very often,Often,Never,Never,Occasionally,Very often,Occasionally,Occasionally,Never,Occasionally,Very often,Not applicable,Very often,Very often,Often,16-20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Graduate Diploma,,"$180,001 and over",Full-time,
